품목번호,품명(국문),품명(영문),통제번호
HSKCD,HSKNM,HSENM,CNTRLNO
8906900000,기타.,Other.,8A001.c.
8906900000,기타.,Other.,8A001.d.
8906900000,기타.,Other.,8A001.e.
9001101000,광섬유.,Optical fibres.,5A001.c.
9001101000,광섬유.,Optical fibres.,6A002.d.
9001102000,광섬유다발.,Optical fibre bundles.,5A001.c.
9001103000,광섬유 케이블.,Optical fibre cables.,5A001.c.
9001103000,광섬유 케이블.,Optical fibre cables.,8A002.a.
9001103000,광섬유 케이블.,Optical fibre cables.,8A002.b.
9001103000,광섬유 케이블.,Optical fibre cables.,8A002.c.
9001901000,프리즘.,Prisms.,6A004.b.
9001901000,프리즘.,Prisms.,6A004.c.
9001901000,프리즘.,Prisms.,6A005.
9001902000,반사경.,Mirrors.,6A004.a.
9001902000,반사경.,Mirrors.,6A004.b.
9001902000,반사경.,Mirrors.,6A004.c.
9001902000,반사경.,Mirrors.,6A004.e.
9001902000,반사경.,Mirrors.,6A005.
9001903000,그 밖의 렌즈.,Other lenses.,6A004.b.
9001903000,그 밖의 렌즈.,Other lenses.,6A004.c.
9001903000,그 밖의 렌즈.,Other lenses.,6A004.e.
9001903000,그 밖의 렌즈.,Other lenses.,6A005.
9001903000,그 밖의 렌즈.,Other lenses.,6A203.c.
9001909000,기타.,Other.,6A002.d.
9001909000,기타.,Other.,6A004.b.
9001909000,기타.,Other.,6A004.e.
9001909000,기타.,Other.,6A005.
9002119010,촬영기ㆍ비디오카메라용.,For movie cameras and VTR(video tape recorder) cameras..,6A203.c.
9002119020,영사기용.,For projectors.,6A203.c.
9002119090,기타.,Other.,6A203.c.
9002119090,기타.,Other.,6A203.d.
9002901000,사진기용.,For photographic cameras.,6A004.b.
9002901000,사진기용.,For photographic cameras.,6A005.
9002901000,사진기용.,For photographic cameras.,6A203.
9002909010,반도체 제조용 기기의 것.,Of machines and mechanical appliances for making semiconductor devices.,6A004.b.
9002909010,반도체 제조용 기기의 것.,Of machines and mechanical appliances for making semiconductor devices.,6A005.
9002909010,반도체 제조용 기기의 것.,Of machines and mechanical appliances for making semiconductor devices.,6A203.
9002909090,기타.,Other.,6A004.a.
9002909090,기타.,Other.,6A004.b.
9002909090,기타.,Other.,6A004.c.
9002909090,기타.,Other.,6A005.
9002909090,기타.,Other.,6A203.c.
9002909090,기타.,Other.,6A203.d.
9005802090,기타.,Other.,6A002.c.
9005802090,기타.,Other.,6A004.d.
9005802090,기타.,Other.,6A005.f.4.
9005809000,기타.,Other.,6A002.c.
9005809000,기타.,Other.,6A004.d.
9006301000,수중촬영용 사진기.,For subaqueous photography.,8A002.g.
9006521000,특수용도 사진기.,Photographic cameras for special use,6A003.b.3.
9006521000,특수용도 사진기.,Photographic cameras for special use,6A003.b.4.
9006531000,특수용도 사진기.,Photographic cameras for special use,6A003.b.3.
9006531000,특수용도 사진기.,Photographic cameras for special use,6A003.b.4.
9006591000,특수용도 사진기.,Photographic cameras for special use,6A003.b.3.
9006591000,특수용도 사진기.,Photographic cameras for special use,6A003.b.4.
9006599000,기타.,Other.,6A203.a.
9006599000,기타.,Other.,6A203.b.
9007100000,촬영기.,Cameras,6A003.
9013109000,기타,Other.,1A006.
9013109000,기타,Other.,6A002.c.
9013109000,기타,Other.,6A005.f.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,0B001.g.5.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,0B001.h.6.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,0B001.h.7.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,1A006.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,3B001.f.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,5A001.b.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,5A001.b.4.a.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,5B001.b.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A004.f
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A005.a.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A005.b.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A005.c.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A005.d.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A005.d.2.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A005.d.3.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A005.d.4.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A005.d.5.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A005.d.6.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A005.f.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A005.g.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A008.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A108.a.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A205.a.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A205.b.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A205.d.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A205.f.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A205.g.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6A205.h.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6C005.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6C005.a.
9013200000,레이저기기[레이저 다이오드(laser diode)는 제외한다].,Lasers  other than laser diodes.,6C005.b.
9013809000,기타.,Other.,3A001.i
9013809000,기타.,Other.,5A001.c.
9013809000,기타.,Other.,6A002.a.3.f.
9013809000,기타.,Other.,6A002.f
9013809000,기타.,Other.,6A004.f
9013809000,기타.,Other.,6A005.
9013909000,기타.,Other.,1A007.a.
9013909000,기타.,Other.,3B001.i.
9013909000,기타.,Other.,6A002.f
9013909000,기타.,Other.,6A004.f
9013909000,기타.,Other.,6A005.e.
9014101010,항공기용.,For aircrafts.,6A107.
9014101010,항공기용.,For aircrafts.,7A002.
9014101010,항공기용.,For aircrafts.,7A002.a.2.b.
9014101010,항공기용.,For aircrafts.,7A003.
9014101010,항공기용.,For aircrafts.,7A004.
9014101010,항공기용.,For aircrafts.,7A005.
9014101010,항공기용.,For aircrafts.,7A101.b.
9014101010,항공기용.,For aircrafts.,7A102.
9014101010,항공기용.,For aircrafts.,7A103.
9014101010,항공기용.,For aircrafts.,7A104.
9014101010,항공기용.,For aircrafts.,7A105.
9014101010,항공기용.,For aircrafts.,7A115.
9014101010,항공기용.,For aircrafts.,7A117.
9014101090,기타.,Other.,5A001.e.
9014101090,기타.,Other.,6A001.a.1.b.
9014101090,기타.,Other.,6A107.
9014101090,기타.,Other.,7A003.
9014101090,기타.,Other.,7A004.
9014101090,기타.,Other.,7A104.
9014102010,항공기용.,For aircrafts.,7A003.
9014102010,항공기용.,For aircrafts.,7A004.
9014102010,항공기용.,For aircrafts.,7A005.
9014102010,항공기용.,For aircrafts.,7A104.
9014102010,항공기용.,For aircrafts.,7A105.
9014102010,항공기용.,For aircrafts.,7A115.
9014102090,기타.,Other.,5A001.e.
9014102090,기타.,Other.,6A001.a.1.b.
9014102090,기타.,Other.,7A003.
9014102090,기타.,Other.,7A004.
9014102090,기타.,Other.,7A104.
9014109000,기타.,Other.,5A001.e.
9014109000,기타.,Other.,6A107.
9014109000,기타.,Other.,7A003.
9014109000,기타.,Other.,7A004.
9014109000,기타.,Other.,7A104.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,5A001.e.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,6A107.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,6A108.a.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A001.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A002.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A002.a.2.b.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A003.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A004.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A005.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A006.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A101.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A102.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A103.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A104.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A105.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A115.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A116.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7A117.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7B001.
9014200000,항공용이나 우주항행용 기기[컴퍼스(compass)는 제외한다].,Instruments and appliances for aeronautical or space navigation (other than compasses).,7B103.b.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,6A001.a.1.a.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,6A001.a.1.b.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,6A001.a.2.b.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,6A001.a.2.c.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,6A001.a.2.d.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,6A001.b.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,6A108.a.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A001.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A003.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A004.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A005.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A006.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A008.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A101.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A103.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A104.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A105.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A115.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,7A117.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,8A002.a.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,8A002.b.
9014800000,그 밖의 항행용 기기.,Other instruments and appliances.,8A002.c.
9014901000,항공기용.,For aircrafts.,6A001.
9014901000,항공기용.,For aircrafts.,6A108.a.
9014901000,항공기용.,For aircrafts.,7A001.
9014901000,항공기용.,For aircrafts.,7A002.
9014901000,항공기용.,For aircrafts.,7A002.a.2.b.
9014901000,항공기용.,For aircrafts.,7A003.
9014901000,항공기용.,For aircrafts.,7A005.
9014901000,항공기용.,For aircrafts.,7A006.
9014901000,항공기용.,For aircrafts.,7A008.
9014901000,항공기용.,For aircrafts.,7A101.
9014901000,항공기용.,For aircrafts.,7A102.
9014901000,항공기용.,For aircrafts.,7A103.
9014901000,항공기용.,For aircrafts.,7A104.
9014901000,항공기용.,For aircrafts.,7A105.
9014901000,항공기용.,For aircrafts.,7A115.
9014901000,항공기용.,For aircrafts.,7A117.
9014901000,항공기용.,For aircrafts.,8A002.r.
9014909000,기타.,Other.,6A001.
9014909000,기타.,Other.,7A001.
9014909000,기타.,Other.,7A002.
9014909000,기타.,Other.,7A002.a.2.b.
9014909000,기타.,Other.,7A003.
9014909000,기타.,Other.,7A005.
9014909000,기타.,Other.,7A006.
9014909000,기타.,Other.,7A008.
9014909000,기타.,Other.,7A101.
9014909000,기타.,Other.,7A103.
9014909000,기타.,Other.,7A104.
9014909000,기타.,Other.,7A105.
9014909000,기타.,Other.,7A115.
9014909000,기타.,Other.,7A117.
9014909000,기타.,Other.,8A002.r.
9015100000,거리측정기.,Rangefinders.,6A001.a.1.c.
9015100000,거리측정기.,Rangefinders.,6A001.a.1.d.
9015100000,거리측정기.,Rangefinders.,6A108.b.
9015100000,거리측정기.,Rangefinders.,7A008.
9015200000,경위의(經緯儀)와 시거의(視距儀).,Theodolites and tachymeters (tacheometers).,6A006.c.
9015200000,경위의(經緯儀)와 시거의(視距儀).,Theodolites and tachymeters (tacheometers).,6A007.a.
9015400000,사진측량기기.,Photogrammetrical surveying instruments and appliances..,6A108.b.
9015801000,토지 측량용.,For use in the field..,6A006.a.
9015802000,수로 측량용.,For hydrographic use.,6A001.a.1.c.
9015802000,수로 측량용.,For hydrographic use.,6A001.a.1.d.
9015802000,수로 측량용.,For hydrographic use.,6A001.b.
9015802000,수로 측량용.,For hydrographic use.,7A008.
9015803000,해양 측량용.,For oceanographic use.,6A001.a.1.a.
9015803000,해양 측량용.,For oceanographic use.,6A001.a.1.c.
9015803000,해양 측량용.,For oceanographic use.,6A001.b.
9015803000,해양 측량용.,For oceanographic use.,6A006.a.
9015804000,수리 계측용.,For hydrological use.,6A001.a.1.c.
9015809000,기타.,Other.,6A001.a.1.
9015809000,기타.,Other.,6A001.a.2.b.
9015809000,기타.,Other.,6A001.a.2.c.
9015809000,기타.,Other.,6A001.b.
9015809000,기타.,Other.,6A006.a.
9015809000,기타.,Other.,6A007.a.
9015809000,기타.,Other.,6A007.c.
9015809000,기타.,Other.,6A108.b.
9015809000,기타.,Other.,6B007.
9015809000,기타.,Other.,7A008.
9017202010,플로터.,Plotters.,7B103.
9017202010,플로터.,Plotters.,9B115.
9017202090,기타.,Other.,7B103.
9017202090,기타.,Other.,9B115.
9018501010,레이저 작동식 기기,Laser operated instrument.,6A005.
9018501090,기타.,Other.,6A005.
9018902010,레이저 작동식 기기.,Laser operated instrument,6A005.
9018902090,기타.,Other,6A005.
9018909080,기타.,Other,6A005.
9020001000,가스마스크.,Gas masks.,1A004.
9020001000,가스마스크.,Gas masks.,1A005.
9020001000,가스마스크.,Gas masks.,2B352.f.
9020008000,그 밖의 호흡용 기기.,Other breathing appliances.,1A004.
9020008000,그 밖의 호흡용 기기.,Other breathing appliances.,1A005.
9020008000,그 밖의 호흡용 기기.,Other breathing appliances.,2B352.f.
9020008000,그 밖의 호흡용 기기.,Other breathing appliances.,8A002.q.
9020009000,부분품과 부속품.,Parts and accessories.,1A004.
9020009000,부분품과 부속품.,Parts and accessories.,1A005.
9022120000,컴퓨터 단층촬영기기.,Computed tomography apparatus.,1B001.e.
9022120000,컴퓨터 단층촬영기기.,Computed tomography apparatus.,1B001.f.
9022191000,물리ㆍ화학시험용.,For physical or chemical testing.,3A101.b.
9022191000,물리ㆍ화학시험용.,For physical or chemical testing.,3A201.c.
9022192000,공업용.,For industrial use.,1B001.
9022192000,공업용.,For industrial use.,3A101.b.
9022192000,공업용.,For industrial use.,3A201.c.
9022192000,공업용.,For industrial use.,9B007.
9022199000,기타.,Other.,1B001.f.
9022199000,기타.,Other.,3A101.b.
9022199000,기타.,Other.,3A201.c.
9022292000,공업용.,For industrial use.,1B001.f.
9022299000,기타.,Other.,1B001.f.
9022299000,기타.,Other.,3A101.b.
9022300000,엑스선관.,X-ray tubes.,3A101.b.
9022300000,엑스선관.,X-ray tubes.,3A201.c.
9022901010,엑스선 발생기.,X-ray generators.,1B001.e.
9022901010,엑스선 발생기.,X-ray generators.,1B001.f.
9022901010,엑스선 발생기.,X-ray generators.,3A101.b.
9022901010,엑스선 발생기.,X-ray generators.,3A201.c.
9022901020,엑스선의 스크린.,X-ray screens.,1B001.e.
9022901020,엑스선의 스크린.,X-ray screens.,1B001.f.
9022901020,엑스선의 스크린.,X-ray screens.,3A101.b.
9022901020,엑스선의 스크린.,X-ray screens.,3A201.c.
9022901030,엑스선용 고압발생기.,X-ray high tension generators.,1B001.e.
9022901030,엑스선용 고압발생기.,X-ray high tension generators.,1B001.f.
9022901030,엑스선용 고압발생기.,X-ray high tension generators.,3A101.b.
9022901030,엑스선용 고압발생기.,X-ray high tension generators.,3A201.c.
9022901090,기타.,Other.,1B001.e.
9022901090,기타.,Other.,1B001.f.
9022901090,기타.,Other.,3A101.b.
9022901090,기타.,Other.,3A201.c.
9022909090,기타,Other.,1B001.e.
9022909090,기타,Other.,1B001.f.
9022909090,기타,Other.,3A101.b.
9022909090,기타,Other.,3A201.c.
9024901000,센서(특정의 변화량을 감지하는 소자로서 감지된 신호를 전기적신호로 변환하는 장치를 갖춘 것인지에 상관없다).,Sensor (devices sensing a specific quantity of change  whether or not combined with equipment which convert measured signal into electrical signal).,4A101.
9024901000,센서(특정의 변화량을 감지하는 소자로서 감지된 신호를 전기적신호로 변환하는 장치를 갖춘 것인지에 상관없다).,Sensor (devices sensing a specific quantity of change  whether or not combined with equipment which convert measured signal into electrical signal).,6A002.b.
9024901000,센서(특정의 변화량을 감지하는 소자로서 감지된 신호를 전기적신호로 변환하는 장치를 갖춘 것인지에 상관없다).,Sensor (devices sensing a specific quantity of change  whether or not combined with equipment which convert measured signal into electrical signal).,6A226.
9024901000,센서(특정의 변화량을 감지하는 소자로서 감지된 신호를 전기적신호로 변환하는 장치를 갖춘 것인지에 상관없다).,Sensor (devices sensing a specific quantity of change  whether or not combined with equipment which convert measured signal into electrical signal).,8B001.
9024901000,센서(특정의 변화량을 감지하는 소자로서 감지된 신호를 전기적신호로 변환하는 장치를 갖춘 것인지에 상관없다).,Sensor (devices sensing a specific quantity of change  whether or not combined with equipment which convert measured signal into electrical signal).,9A010.c.
9024909000,기타.,Other.,7A001.
9024909000,기타.,Other.,7A101.a.
9024909000,기타.,Other.,7A101.b.
9024909000,기타.,Other.,9A010.c.
9025191000,온도계.,Thermometers.,9B006.
9025192010,광학식 고온계.,Optical pyrometers.,9B006.
9025192090,기타.,Other.,9B006.
9026201110,액체형.,Liquid type.,2B230.
9026201120,금속형.,Metallic type.,2B230.
9026201190,기타.,Other.,2B230.
9026201900,기타.,Other.,2B230.
9026209000,기타.,Other.,2B230.
9027100000,가스나 매연 분석용 기기.,Gas or smoke analysis apparatus.,1A004.c.
9027100000,가스나 매연 분석용 기기.,Gas or smoke analysis apparatus.,1A004.d.
9027100000,가스나 매연 분석용 기기.,Gas or smoke analysis apparatus.,2B351.
9027200000,크로마토그래프와 전기영동 장치.,Chromatographs and electrophoresis instruments.,1A004.c.
9027200000,크로마토그래프와 전기영동 장치.,Chromatographs and electrophoresis instruments.,1A004.d.
9027200000,크로마토그래프와 전기영동 장치.,Chromatographs and electrophoresis instruments.,2B351.
9027301000,분광계.,Spectrometers.,0B004.b.6.
9027301000,분광계.,Spectrometers.,2B006.c.
9027301000,분광계.,Spectrometers.,2B351.
9027302000,분광광도계.,Spectrophotometers.,2B351.
9027302000,분광광도계.,Spectrophotometers.,6A002.b.
9027302000,분광광도계.,Spectrophotometers.,6A202.
9027302000,분광광도계.,Spectrophotometers.,6B004.a.
9027501000,편광계.,Polarimeters.,6B004.a.
9027502000,굴절계.,Refractometers.,6B004.a.
9027509000,기타.,Other.,0B004.b.6.
9027509000,기타.,Other.,2B006.c.
9027509000,기타.,Other.,6A002.a.1.
9027509000,기타.,Other.,6B004.a.
9027509000,기타.,Other.,6B004.b.
9027801000,그 밖의 물리분석용ㆍ화학분석용 기기.,For physical or chemical analysis.,0B002.g.
9027801000,그 밖의 물리분석용ㆍ화학분석용 기기.,For physical or chemical analysis.,2B122.
9027801000,그 밖의 물리분석용ㆍ화학분석용 기기.,For physical or chemical analysis.,2B350.k
9027801000,그 밖의 물리분석용ㆍ화학분석용 기기.,For physical or chemical analysis.,3A233.
9027801000,그 밖의 물리분석용ㆍ화학분석용 기기.,For physical or chemical analysis.,9B107.
9027802090,기타.,Other.,1A004.
9027802090,기타.,Other.,2B227.e.
9027802090,기타.,Other.,2B351.
9027802090,기타.,Other.,6A002.a.1.
9027802090,기타.,Other.,6A002.f
9027802090,기타.,Other.,7B002.
9027802090,기타.,Other.,7B103.b.
9027802090,기타.,Other.,8B001.
9027802090,기타.,Other.,9B006.
9027802090,기타.,Other.,9B106.b.
9027802090,기타.,Other.,9B107.
9027909010,반도체 제조용.,For the purpose of semiconductor manufacturing.,1B115.
9027909010,반도체 제조용.,For the purpose of semiconductor manufacturing.,6A003.
9027909010,반도체 제조용.,For the purpose of semiconductor manufacturing.,6A203.
9027909091,가스ㆍ매연분석기기와 마이크로톰(microtome)의 것.,For gas or smoke analysis apparatus and microtomes.,2B351.
9027909099,기타.,Other.,1B115.
9027909099,기타.,Other.,2B351.
9027909099,기타.,Other.,6A002.f
9027909099,기타.,Other.,6A003.
9027909099,기타.,Other.,6A203.
9028101010,디지털식.,Of digital type.,2B351.
9028101090,기타.,Other.,2B351.
9029201090,기타.,Other.,6A001.b.
9029201090,기타.,Other.,6A225.
9029201090,기타.,Other.,7A001.
9029201090,기타.,Other.,7A002.
9029201090,기타.,Other.,7A002.a.2.b.
9029201090,기타.,Other.,7A003.
9029201090,기타.,Other.,7A101.
9029201090,기타.,Other.,7A102.
9030100000,전리선의 검사용이나 검출용 기기.,Instruments and apparatus for measuring or detecting ionising radiations.,0A001.j.
9030100000,전리선의 검사용이나 검출용 기기.,Instruments and apparatus for measuring or detecting ionising radiations.,1A004.
9030100000,전리선의 검사용이나 검출용 기기.,Instruments and apparatus for measuring or detecting ionising radiations.,3A002.c.
9030100000,전리선의 검사용이나 검출용 기기.,Instruments and apparatus for measuring or detecting ionising radiations.,6A002.a.2.a.
9030100000,전리선의 검사용이나 검출용 기기.,Instruments and apparatus for measuring or detecting ionising radiations.,6A002.a.3.
9030100000,전리선의 검사용이나 검출용 기기.,Instruments and apparatus for measuring or detecting ionising radiations.,6A102.
9030201010,음극선관의 것.,Of cathode-ray.,3A002.a.7.
9030201010,음극선관의 것.,Of cathode-ray.,3A002.c.
9030201010,음극선관의 것.,Of cathode-ray.,3A002.f.
9030201010,음극선관의 것.,Of cathode-ray.,3B002.
9030201010,음극선관의 것.,Of cathode-ray.,5B002.
9030201090,기타.,Other.,3A002.a.7.
9030201090,기타.,Other.,3A002.c.
9030201090,기타.,Other.,3A002.f.
9030201090,기타.,Other.,3B002.
9030201090,기타.,Other.,5B002.
9030201090,기타.,Other.,6A006.a.
9030201090,기타.,Other.,6B008.
9030201090,기타.,Other.,6B108.
9030202000,오실로그래프(oscillograph).,Oscillographs.,3A002.a.
9030202000,오실로그래프(oscillograph).,Oscillographs.,3A002.c.
9030202000,오실로그래프(oscillograph).,Oscillographs.,3A002.f.
9030202000,오실로그래프(oscillograph).,Oscillographs.,3B002.
9030202000,오실로그래프(oscillograph).,Oscillographs.,5B002.
9030202000,오실로그래프(oscillograph).,Oscillographs.,6A006.a.
9030202000,오실로그래프(oscillograph).,Oscillographs.,6B008.
9030202000,오실로그래프(oscillograph).,Oscillographs.,6B108.
9030331000,전압계.,Voltmeters.,3A002.f.
9030331000,전압계.,Voltmeters.,3B002.
9030334000,저항계.,Resistance meters.,3A002.f.
9030334000,저항계.,Resistance meters.,3B002.
9030339000,기타.,Other.,2B006.b.1.b.
9030339000,기타.,Other.,3A002.f.
9030339000,기타.,Other.,3B002.
9030401000,누화계(cross-talk meter).,Crosstalk meter.,3A002.e.
9030402000,게인측정계(gain measuring instrument).,Gain measuring instruments.,3A002.e.
9030403000,만곡률계(distortion factor meter).,Distortion factor meters.,3A002.e.
9030409000,기타.,Other.,3A002.c.
9030409000,기타.,Other.,3A002.e.
9030409000,기타.,Other.,5A001.f.
9030820000,반도체 웨이퍼나 소자의 측정용이나 검사용.,For measuring or checking semiconductor wafers or devices..,2B006.b.1.c.
9030820000,반도체 웨이퍼나 소자의 측정용이나 검사용.,For measuring or checking semiconductor wafers or devices..,2B006.b.1.d.
9030820000,반도체 웨이퍼나 소자의 측정용이나 검사용.,For measuring or checking semiconductor wafers or devices..,2B006.b.2.
9030820000,반도체 웨이퍼나 소자의 측정용이나 검사용.,For measuring or checking semiconductor wafers or devices..,3B002.
9030890000,기타.,Other.,2B006.b.2.
9030890000,기타.,Other.,3A002.c.
9030890000,기타.,Other.,3A002.e.
9030890000,기타.,Other.,3A002.f.
9030890000,기타.,Other.,3A002.g.
9030890000,기타.,Other.,6A002.a.2.a.
9030890000,기타.,Other.,6A002.a.3.
9030890000,기타.,Other.,6A006.a.
9030890000,기타.,Other.,6B008.
9030890000,기타.,Other.,6B108.
9030890000,기타.,Other.,9B107.
9030909000,기타.,Other.,1A004.c.
9031100000,균형시험기.,Machines for balancing mechanical parts.,2B116.
9031100000,균형시험기.,Machines for balancing mechanical parts.,2B119.
9031100000,균형시험기.,Machines for balancing mechanical parts.,2B219.
9031100000,균형시험기.,Machines for balancing mechanical parts.,7B003.
9031200000,테스트벤치(Test bench).,Test benches.,2B116.
9031200000,테스트벤치(Test bench).,Test benches.,2B119.
9031200000,테스트벤치(Test bench).,Test benches.,2B120.
9031200000,테스트벤치(Test bench).,Test benches.,2B120.
9031200000,테스트벤치(Test bench).,Test benches.,2B121.
9031200000,테스트벤치(Test bench).,Test benches.,2B121.
9031200000,테스트벤치(Test bench).,Test benches.,2B219.
9031200000,테스트벤치(Test bench).,Test benches.,2B219.
9031200000,테스트벤치(Test bench).,Test benches.,7B003.
9031200000,테스트벤치(Test bench).,Test benches.,7B003.
9031200000,테스트벤치(Test bench).,Test benches.,9B117.
