품목번호,품명(국문),품명(영문),통제번호
HSKCD,HSKNM,HSENM,CNTRLNO
2507001010,하소하지 않은 것.,Not calcined.,1C111.d.
2507001090,기타.,Other.,1C111.d.
2507002010,와목점토(蛙目粘土).,Gairome clays.,1C111.d.
2507002020,목절점토(木節粘土).,Kibushi clays.,1C111.d.
2507002090,기타.,Other.,1C111.d.
2507009000,기타.,Other.,1C111.d.
2612100000,우라늄광과 그 정광(精鑛).,Uranium ores and concentrates.,0C001.
2612200000,토륨광과 그 정광(精鑛).,Thorium ores and concentrates.,0C001.
2617904000,비스무트(bismuth)광과 그 정광(精鑛).,Bismuth ores and concentrates.,1C229.
2620990000,기타.,Other.,0C001.
2707100000,벤조올(벤젠).,Benzol (benzene).,1C111.
2707200000,톨루올(톨루엔).,Toluol (toluene).,1C111.
2707300000,크실롤(크실렌).,Xylol (xylenes).,1C111.
2707400000,나프탈렌.,Naphthalene.,1C111.
2707500000,그 밖의 방향족(芳香族) 탄화수소의 혼합물[섭씨 250도에서 아이ㆍ에스ㆍ오(ISO) 3405방법{에이ㆍ에스ㆍ티ㆍ엠 디(ASTM D)86의 방법과 동등}으로 증류한 양이 전 용량의 100분의 65 이상(손실분을 포함한다)인 것으로 한정한다].,Other aromatic hydrocarbon mixtures of which 65 % or more by volume (including losses) distils at 250 °C by the ISO 3405 method (equivalent to the ASTM D 86 method),1C111.
2707999000,기타.,Other.,1C111.
2710122000,항공 휘발유.,Aviation spirit,1C111.
2710123000,프로필렌테트라머(propylene tetramer).,Propylene tetramer,1C111.
2710124000,나프타.,Naphtha,1C111.
2710125000,엔지엘(NGL).,Natural gas liquid,1C111.
2710129000,기타.,Other,1C111.
2710191090,기타.,Other.,1C111.
2710192020,제트 연료유.,Jet fuel.,1C111.
2710192090,기타.,Other.,1C111.
2710193000,경유.,Gas oils.,1C111.
2710197900,기타.,Other.,1C111.
2710198090,기타.,Other.,1C111.
2710201020,항공 휘발유.,Aviation spirit.,1C111.
2710201030,프로필렌테트라머(propylene tetramer).,Propylene tetramer.,1C111.
2710201090,기타.,Other.,1C111.
2710209110,제트 연료유.,Jet fuel.,1C111.
2710209190,기타.,Other.,1C111.
2710209220,제트 연료유.,Jet fuel.,1C111.
2710209230,노르말-파라핀(n-paraffin).,n-paraffin,1C111.
2710209290,기타.,Other.,1C111.
2710209490,기타.,Other.,1C111.
2710209510,조유(粗油).,Raw oils.,1C111.
2710209520,윤활유 기유(基油).,Lubricating base oil.,1C111.
2710209600,신전유(extender oil).,Extender oil.,1C111.
2710209711,항공기용 기관오일.,Aviation engine oil.,1C111.
2710209810,알루미늄을 첨가한 것.,Containing aluminium as additive.,1C111.
2710209890,기타.,Other.,1C111.
2710209900,기타.,Other.,1C111.
2711144000,부타디엔.,Butadiene.,1C111.
2711190000,기타.,Other.,1C111.
2711290000,기타.,Other.,1C111.
2712200000,파라핀왁스(기름의 함유량이 전 중량의 100분의 0.75 미만인 것으로 한정한다).,Paraffin wax containing by weight less than 0.75 % of oil..,1C111.
2712909090,기타.,Other.,1C111.
2803009019,기타.,Other,1C111.d.
2803009090,기타.,Other.,1C111.d.
2804291000,헬륨.,Helium.,1C232.
2804501000,붕소.,Boron.,1C011.b.
2804501000,붕소.,Boron.,1C225.
2804502000,텔루르.,Tellurium.,6C002.
2804502000,텔루르.,Tellurium.,6C002.a.
2805120000,칼슘.,Calcium.,1C227.
2805190000,기타.,Other.,0B001.c.2.
2805190000,기타.,Other.,1C233.
2808001090,기타.,Other.,1C111.a.3.e.
2808002000,황질산.,Sulphonitric acids.,1C111.a.3.e.
2810001010,삼산화 이붕소.,Diboron trioxide.,1C225.
2810001090,기타.,Other.,1C225.
2810002000,오르토붕산.,Ortho boric acid.,1C225.
2810003000,메타붕산.,Meta boric acid.,1C225.
2810009000,기타.,Other.,1C225.
2811111000,반도체 제조용.,For making semiconductor.,1C350.24.
2811119000,기타.,Other.,1C350.24.
2811120000,시안화수소(시안화수소산).,Hydrogen cyanide (hydrocyanic acid),1C450.a.6.
2811199000,기타.,Other.,1C231.
2811199000,기타.,Other.,1C234.
2811293000,이산화질소.,Nitrogen dioxide.,1C111.a.3.b.
2811299000,기타.,Other.,1C111.a.3.
2811299000,기타.,Other.,1C111.a.3.a.
2811299000,기타.,Other.,1C111.a.3.b.
2811299000,기타.,Other.,1C111.a.3.c.
2811299000,기타.,Other.,1C111.a.3.d.
2811299000,기타.,Other.,1C238.
2812110000,카보닐 디클로라이드(포스겐).,Carbonyl dichloride (phosgene),1C450.a.4.
2812120000,포스포러스 옥시클로라이드.,Phosphorus oxychloride,1C350.2.
2812130000,포스포러스 트리클로라이드.,Phosphorus trichloride,1C350.7.
2812140000,포스포러스 펜타클로라이드.,Phosphorus pentachloride,1C350.38.
2812150000,설퍼 모노클로라이드.,Sulphur monochloride,1C350.51.
2812160000,설퍼 디클로라이드.,Sulphur dichloride,1C350.52.
2812170000,티오닐 클로라이드.,Thionyl chloride,1C350.9.
2812190000,기타.,Other,1C231.
2812190000,기타.,Other,1C234.
2812190000,기타.,Other,1C350.31.
2812190000,기타.,Other,1C450.a.5.
2812909000,기타.,Other.,1C111.a.3.f.
2812909000,기타.,Other.,1C234.
2812909000,기타.,Other.,1C238.
2813901020,오황화인.,Phosphorous pentasulphide.,1C350.47.
2821101000,산화철.,Iron oxides.,1C101.
2823009000,기타.,Other.,1C107.f.
2825109049,기타.,Other.,1C111.a.4.h.
2825109049,기타.,Other.,1C111.a.4.j.
2825109049,기타.,Other.,1C111.a.4.n.
2825602000,이산화지르코늄.,Zirconium dioxide.,1C234.
2825901090,기타.,Other.,1C230.
2825901090,기타.,Other.,1C231.
2825902090,기타.,Other.,1C230.
2825902090,기타.,Other.,1C234.
2825909000,기타.,Other.,1C230.
2825909000,기타.,Other.,1C231.
2825909000,기타.,Other.,1C234.
2826193010,산성플루오르화칼륨.,Potassium hydrogen fluoride.,1C350.24.
2826193010,산성플루오르화칼륨.,Potassium hydrogen fluoride.,1C350.41.
2826193090,기타.,Other.,1C350.14.
2826194000,플루오르화암모늄이나 플루오르화나트륨.,Ammonium or sodium fluoride.,1C350.42.
2826194000,플루오르화암모늄이나 플루오르화나트륨.,Ammonium or sodium fluoride.,1C350.43.
2826194000,플루오르화암모늄이나 플루오르화나트륨.,Ammonium or sodium fluoride.,1C350.44.
2826199000,기타.,Other.,1C230.
2826199000,기타.,Other.,1C231.
2826199000,기타.,Other.,1C233.
2826199000,기타.,Other.,1C234.
2826199000,기타.,Other.,6C004.e.
2826902000,플루오르화규산칼슘.,Calcium fluorosilicate.,1C111.d.
2826906000,플루오르화규산나트륨이나 플루오르화규산칼륨.,Fluorosilicates of sodium or of potassium.,1C111.d.
2826906000,플루오르화규산나트륨이나 플루오르화규산칼륨.,Fluorosilicates of sodium or of potassium.,1C350.62.
2826909000,기타.,Other.,1C111.d.
2826909000,기타.,Other.,1C350.62.
2826909000,기타.,Other.,6C004.e.
2827399000,기타.,Other.,1C230.
2827399000,기타.,Other.,1C231.
2827399000,기타.,Other.,1C233.
2827399000,기타.,Other.,1C234.
2827491000,산화염화물.,Chloride oxides.,1C230.
2827491000,산화염화물.,Chloride oxides.,1C231.
2827491000,산화염화물.,Chloride oxides.,1C234.
2827492000,수산화염화물.,Chloride hydroxides.,1C230.
2827492000,수산화염화물.,Chloride hydroxides.,1C231.
2827492000,수산화염화물.,Chloride hydroxides.,1C234.
2827599000,기타.,Other.,1C230.
2827599000,기타.,Other.,1C231.
2827599000,기타.,Other.,1C233.
2827599000,기타.,Other.,1C234.
2828901010,하이포아염소산나트륨.,Sodium hypochlorite.,1C230.
2828901010,하이포아염소산나트륨.,Sodium hypochlorite.,1C231.
2828901010,하이포아염소산나트륨.,Sodium hypochlorite.,1C234.
2828901020,하이포아염소산칼륨.,Potassium hypochlorite.,1C230.
2828901020,하이포아염소산칼륨.,Potassium hypochlorite.,1C231.
2828901020,하이포아염소산칼륨.,Potassium hypochlorite.,1C234.
2828901090,기타.,Other.,1C230.
2828901090,기타.,Other.,1C231.
2828901090,기타.,Other.,1C234.
2828902010,아염소산나트륨.,Sodium chlorite.,1C230.
2828902010,아염소산나트륨.,Sodium chlorite.,1C231.
2828902010,아염소산나트륨.,Sodium chlorite.,1C234.
2828902020,아염소산알루미늄.,Aluminium chlorite.,1C230.
2828902020,아염소산알루미늄.,Aluminium chlorite.,1C231.
2828902020,아염소산알루미늄.,Aluminium chlorite.,1C234.
2828902090,기타.,Other.,1C230.
2828902090,기타.,Other.,1C231.
2828902090,기타.,Other.,1C234.
2828903000,하이포아브롬산염.,Hypobromites.,1C230.
2828903000,하이포아브롬산염.,Hypobromites.,1C231.
2828903000,하이포아브롬산염.,Hypobromites.,1C234.
2829901010,과염소산나트륨.,Sodium perchlorate.,1C230.
2829901010,과염소산나트륨.,Sodium perchlorate.,1C231.
2829901010,과염소산나트륨.,Sodium perchlorate.,1C234.
2829901020,과염소산암모늄.,Ammonium perchlorate.,1C230.
2829901020,과염소산암모늄.,Ammonium perchlorate.,1C231.
2829901020,과염소산암모늄.,Ammonium perchlorate.,1C234.
2829901090,기타.,Other.,1C230.
2829901090,기타.,Other.,1C231.
2829901090,기타.,Other.,1C234.
2830101000,황화수소나트륨.,Sodium hydrogen sulphide.,1C350.50.
2830109000,기타.,Other.,1C350.50.
2830901000,황화물.,Sulphides.,1C230.
2830901000,황화물.,Sulphides.,1C231.
2830901000,황화물.,Sulphides.,1C234.
2830901000,황화물.,Sulphides.,6C004.a.
2830902000,폴리황화물.,Polysulphides.,1C230.
2830902000,폴리황화물.,Polysulphides.,1C231.
2830902000,폴리황화물.,Polysulphides.,1C234.
2830902000,폴리황화물.,Polysulphides.,6C004.a.
2832201000,아황산 암모늄.,Ammonium sulphite.,1C230.
2832201000,아황산 암모늄.,Ammonium sulphite.,1C231.
2832201000,아황산 암모늄.,Ammonium sulphite.,1C234.
2832202000,아황산 칼륨.,Potassium sulphites.,1C230.
2832202000,아황산 칼륨.,Potassium sulphites.,1C231.
2832202000,아황산 칼륨.,Potassium sulphites.,1C234.
2832203000,아황산 칼슘.,Calcium sulphites.,1C230.
2832203000,아황산 칼슘.,Calcium sulphites.,1C231.
2832203000,아황산 칼슘.,Calcium sulphites.,1C234.
2832209000,기타.,Other.,1C230.
2832209000,기타.,Other.,1C231.
2832209000,기타.,Other.,1C234.
2833292010,이차전지 제조용.,For manufacturing secondary batteries,1C230.
2833292010,이차전지 제조용.,For manufacturing secondary batteries,1C231.
2833292010,이차전지 제조용.,For manufacturing secondary batteries,1C234.
2833292090,기타.,Other,1C230.
2833292090,기타.,Other,1C231.
2833292090,기타.,Other,1C234.
2833293010,이차전지 제조용.,For manufacturing secondary batteries,1C230.
2833293010,이차전지 제조용.,For manufacturing secondary batteries,1C231.
2833293010,이차전지 제조용.,For manufacturing secondary batteries,1C234.
2833293090,기타.,Other,1C230.
2833293090,기타.,Other,1C231.
2833293090,기타.,Other,1C234.
2833299000,기타.,Other.,1C230.
2833299000,기타.,Other.,1C231.
2833299000,기타.,Other.,1C234.
2833300000,명반.,Alums.,1C230.
2833300000,명반.,Alums.,1C231.
2833300000,명반.,Alums.,1C234.
2833401000,과황산암모늄.,Diammonium peroxodisulphate.,1C230.
2833401000,과황산암모늄.,Diammonium peroxodisulphate.,1C231.
2833401000,과황산암모늄.,Diammonium peroxodisulphate.,1C234.
2833402000,과황산나트륨.,Disodium peroxodisulphate.,1C230.
2833402000,과황산나트륨.,Disodium peroxodisulphate.,1C231.
2833402000,과황산나트륨.,Disodium peroxodisulphate.,1C234.
2833403000,과황산칼슘.,Calcium peroxodisulphate.,1C230.
2833403000,과황산칼슘.,Calcium peroxodisulphate.,1C231.
2833403000,과황산칼슘.,Calcium peroxodisulphate.,1C234.
2833409000,기타.,Other.,1C230.
2833409000,기타.,Other.,1C231.
2833409000,기타.,Other.,1C234.
2834109000,기타.,Other.,1C230.
2834109000,기타.,Other.,1C231.
2834109000,기타.,Other.,1C233.
2834109000,기타.,Other.,1C234.
2834299000,기타.,Other.,1C230.
2834299000,기타.,Other.,1C231.
2834299000,기타.,Other.,1C234.
2835101010,하이포아인산나트륨.,Sodium hypophosphite.,1C230.
2835101010,하이포아인산나트륨.,Sodium hypophosphite.,1C231.
2835101010,하이포아인산나트륨.,Sodium hypophosphite.,1C234.
2835101020,하이포아인산칼슘.,Calcium hypophosphite.,1C230.
2835101020,하이포아인산칼슘.,Calcium hypophosphite.,1C231.
2835101020,하이포아인산칼슘.,Calcium hypophosphite.,1C234.
2835101090,기타.,Other.,1C230.
2835101090,기타.,Other.,1C231.
2835101090,기타.,Other.,1C234.
2835102000,아인산염.,Phosphites.,1C230.
2835102000,아인산염.,Phosphites.,1C231.
2835102000,아인산염.,Phosphites.,1C234.
2835299000,기타.,Other polyphosphates.,1C230.
2835299000,기타.,Other polyphosphates.,1C231.
2835299000,기타.,Other polyphosphates.,1C234.
2835391000,메타인산나트륨.,Sodium metaphosphate.,1C230.
2835391000,메타인산나트륨.,Sodium metaphosphate.,1C231.
2835391000,메타인산나트륨.,Sodium metaphosphate.,1C234.
2835392000,피로인산나트륨.,Sodium pyrophosphate.,1C230.
2835392000,피로인산나트륨.,Sodium pyrophosphate.,1C231.
2835392000,피로인산나트륨.,Sodium pyrophosphate.,1C234.
2835399000,기타.,Other.,1C230.
2835399000,기타.,Other.,1C231.
2835399000,기타.,Other.,1C234.
2836991031,이차전지 제조용.,For manufacturing secondary batteries,1C230.
2836991031,이차전지 제조용.,For manufacturing secondary batteries,1C231.
2836991031,이차전지 제조용.,For manufacturing secondary batteries,1C234.
2836991039,기타.,Other.,1C230.
2836991039,기타.,Other.,1C231.
2836991039,기타.,Other.,1C234.
2836991090,기타.,Other.,1C111.d.
2836991090,기타.,Other.,1C230.
2836991090,기타.,Other.,1C231.
2836991090,기타.,Other.,1C234.
2837111000,시안화나트륨.,Sodium cyanides.,1C350.45.
2837112000,산화시안화나트륨.,Sodium cyanide oxides.,1C350.45.
2837191010,시안화칼륨.,Potassium cyanide.,1C350.40.
2837191090,기타.,Other.,1C230.
2837191090,기타.,Other.,1C231.
2837191090,기타.,Other.,1C234.
2839110000,메타규산나트륨.,Sodium metasilicates.,1C111.d.
2839190000,기타.,Other.,1C111.d.
2839901000,규산지르코늄.,Zirconium silicates.,1C111.d.
2839901000,규산지르코늄.,Zirconium silicates.,1C234.
2839902000,규산바륨.,Barium silicates.,1C111.d.
2839909000,기타.,Other.,1C111.d.
2839909000,기타.,Other.,1C230.
2839909000,기타.,Other.,1C231.
2839909000,기타.,Other.,1C234.
2840200000,그 밖의 붕산염.,Other borates.,1C225.
2840200000,그 밖의 붕산염.,Other borates.,1C230.
2840200000,그 밖의 붕산염.,Other borates.,1C231.
2840200000,그 밖의 붕산염.,Other borates.,1C234.
2840300000,과산화붕산염(과붕산염).,Peroxoborates (perborates).,1C225.
2840300000,과산화붕산염(과붕산염).,Peroxoborates (perborates).,1C230.
2840300000,과산화붕산염(과붕산염).,Peroxoborates (perborates).,1C231.
2840300000,과산화붕산염(과붕산염).,Peroxoborates (perborates).,1C234.
2842901000,셀렌산염.,Salts of selenium acids.,6C002.
2842901000,셀렌산염.,Salts of selenium acids.,6C004.a.
2842901000,셀렌산염.,Salts of selenium acids.,6C004.b.
2842901000,셀렌산염.,Salts of selenium acids.,6C004.c.
2842909000,기타.,Other.,1C231.
2842909000,기타.,Other.,6C002.
2842909000,기타.,Other.,6C004.b.
2842909000,기타.,Other.,6C004.c.
2844101000,천연 우라늄.,Natural uranium.,0C001.
2844101000,천연 우라늄.,Natural uranium.,1C236.
2844102000,분산물(分散物)(천연 우라늄이나 그 화합물을 함유하는 것으로 한정한다).,Dispersions (containing natural uranium or natural uranium compounds).,0C001.
2844102000,분산물(分散物)(천연 우라늄이나 그 화합물을 함유하는 것으로 한정한다).,Dispersions (containing natural uranium or natural uranium compounds).,1C004.
2844102000,분산물(分散物)(천연 우라늄이나 그 화합물을 함유하는 것으로 한정한다).,Dispersions (containing natural uranium or natural uranium compounds).,1C236.
2844109000,기타.,Other.,0C001.
2844109000,기타.,Other.,1C004.
2844201000,우라늄 235를 농축한 우라늄.,Uranium enriched in U235.,1C236.
2844202000,분산물(分散物)(우라늄 235를 농축한 우라늄ㆍ플루토늄이나 이들의 화합물을 함유한 것으로 한정한다).,Dispersions (containing uranium enriched in U235  plutonium or compounds of these products).,0C002.
2844202000,분산물(分散物)(우라늄 235를 농축한 우라늄ㆍ플루토늄이나 이들의 화합물을 함유한 것으로 한정한다).,Dispersions (containing uranium enriched in U235  plutonium or compounds of these products).,1C004.
2844202000,분산물(分散物)(우라늄 235를 농축한 우라늄ㆍ플루토늄이나 이들의 화합물을 함유한 것으로 한정한다).,Dispersions (containing uranium enriched in U235  plutonium or compounds of these products).,1C012.a.
2844202000,분산물(分散物)(우라늄 235를 농축한 우라늄ㆍ플루토늄이나 이들의 화합물을 함유한 것으로 한정한다).,Dispersions (containing uranium enriched in U235  plutonium or compounds of these products).,1C236.
2844209000,기타.,Other.,0C002.
2844209000,기타.,Other.,1C004.
2844209000,기타.,Other.,1C012.a.
2844209000,기타.,Other.,1C236.
2844301000,분산물(分散物)(우라늄 235를 열화시킨 우라늄과 토륨이나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing uranium depleted in U235  thorium or compounds of these products).,0C001.
2844301000,분산물(分散物)(우라늄 235를 열화시킨 우라늄과 토륨이나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing uranium depleted in U235  thorium or compounds of these products).,0C002.
2844301000,분산물(分散物)(우라늄 235를 열화시킨 우라늄과 토륨이나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing uranium depleted in U235  thorium or compounds of these products).,1C004.
2844301000,분산물(分散物)(우라늄 235를 열화시킨 우라늄과 토륨이나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing uranium depleted in U235  thorium or compounds of these products).,1C236.
2844309000,기타.,Other.,0C001.
2844309000,기타.,Other.,0C002.
2844309000,기타.,Other.,1C004.
2844309000,기타.,Other.,1C236.
2844401000,방사성원소.,Radioactive elements.,1A228
2844401000,방사성원소.,Radioactive elements.,1C012.b.
2844401000,방사성원소.,Radioactive elements.,1C225.
2844401000,방사성원소.,Radioactive elements.,1C229.
2844401000,방사성원소.,Radioactive elements.,1C233.
2844401000,방사성원소.,Radioactive elements.,1C235.
2844401000,방사성원소.,Radioactive elements.,1C236.
2844401000,방사성원소.,Radioactive elements.,1C237.
2844402000,방사성동위원소.,Radioactive isotopes.,1A228
2844402000,방사성동위원소.,Radioactive isotopes.,1C012.b.
2844402000,방사성동위원소.,Radioactive isotopes.,1C225.
2844402000,방사성동위원소.,Radioactive isotopes.,1C229.
2844402000,방사성동위원소.,Radioactive isotopes.,1C233.
2844402000,방사성동위원소.,Radioactive isotopes.,1C235.
2844402000,방사성동위원소.,Radioactive isotopes.,1C236.
2844402000,방사성동위원소.,Radioactive isotopes.,1C237.
2844403000,분산물(分散物)(방사성원소와 방사성동위원소나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing radioactive elements  isotopes or compound).,1A228
2844403000,분산물(分散物)(방사성원소와 방사성동위원소나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing radioactive elements  isotopes or compound).,1C004.
2844403000,분산물(分散物)(방사성원소와 방사성동위원소나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing radioactive elements  isotopes or compound).,1C012.b.
2844403000,분산물(分散物)(방사성원소와 방사성동위원소나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing radioactive elements  isotopes or compound).,1C225.
2844403000,분산물(分散物)(방사성원소와 방사성동위원소나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing radioactive elements  isotopes or compound).,1C229.
2844403000,분산물(分散物)(방사성원소와 방사성동위원소나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing radioactive elements  isotopes or compound).,1C233.
2844403000,분산물(分散物)(방사성원소와 방사성동위원소나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing radioactive elements  isotopes or compound).,1C235.
2844403000,분산물(分散物)(방사성원소와 방사성동위원소나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing radioactive elements  isotopes or compound).,1C236.
2844403000,분산물(分散物)(방사성원소와 방사성동위원소나 이들의 화합물을 함유하는 것으로 한정한다).,Dispersions (containing radioactive elements  isotopes or compound).,1C237.
2844409000,기타.,Other.,1A228
2844409000,기타.,Other.,1C004.
2844409000,기타.,Other.,1C012.b.
2844409000,기타.,Other.,1C225.
2844409000,기타.,Other.,1C229.
2844409000,기타.,Other.,1C233.
2844409000,기타.,Other.,1C235.
2844409000,기타.,Other.,1C236.
2844409000,기타.,Other.,1C237.
2844500000,핵반응로에서 사용[조사(照射)]된 연료 요소[카트리지(cartridge)].,Spent (irradiated) fuel elements (cartridges) of nuclear reactors.,0C002.
2844500000,핵반응로에서 사용[조사(照射)]된 연료 요소[카트리지(cartridge)].,Spent (irradiated) fuel elements (cartridges) of nuclear reactors.,1C004.
2844500000,핵반응로에서 사용[조사(照射)]된 연료 요소[카트리지(cartridge)].,Spent (irradiated) fuel elements (cartridges) of nuclear reactors.,1C233.
2844500000,핵반응로에서 사용[조사(照射)]된 연료 요소[카트리지(cartridge)].,Spent (irradiated) fuel elements (cartridges) of nuclear reactors.,1C235.
2844500000,핵반응로에서 사용[조사(照射)]된 연료 요소[카트리지(cartridge)].,Spent (irradiated) fuel elements (cartridges) of nuclear reactors.,1C236.
2844500000,핵반응로에서 사용[조사(照射)]된 연료 요소[카트리지(cartridge)].,Spent (irradiated) fuel elements (cartridges) of nuclear reactors.,1C237.
2845100000,중수(重水)(산화 중수소).,Heavy water (deuterium oxide).,0C003.
2845901000,중수소.,Heavy hydrogen (deuterium).,0C003.
2845901000,중수소.,Heavy hydrogen (deuterium).,1C235.
2845909000,기타.,Other.,1A228
2845909000,기타.,Other.,1C225.
2845909000,기타.,Other.,1C230.
2845909000,기타.,Other.,1C231.
2845909000,기타.,Other.,1C232.
2845909000,기타.,Other.,1C233.
2845909000,기타.,Other.,1C235.
2845909000,기타.,Other.,3C004.
2849200000,탄화규소.,Of silicon.,1C007.
2849200000,탄화규소.,Of silicon.,3C005.
2849200000,탄화규소.,Of silicon.,6C004.d.
2849901000,복탄화물.,Complex carbides.,1C011.b.
2849901000,복탄화물.,Complex carbides.,1C107.f.
2849901000,복탄화물.,Complex carbides.,1C225.
2849909010,탄화텅스텐.,Tungsten carbides.,1C226.
2849909090,기타.,Other.,1C007.
2849909090,기타.,Other.,1C011.b.
2849909090,기타.,Other.,1C107.f.
2849909090,기타.,Other.,1C111.a.2.
2849909090,기타.,Other.,1C230.
2849909090,기타.,Other.,1C231.
2849909090,기타.,Other.,1C234.
2850001000,수소화물.,Hydrides.,1C007.
2850001000,수소화물.,Hydrides.,1C225.
2850001000,수소화물.,Hydrides.,1C230.
2850001000,수소화물.,Hydrides.,1C231.
2850001000,수소화물.,Hydrides.,1C234.
2850001000,수소화물.,Hydrides.,3C004.
2850001000,수소화물.,Hydrides.,3C005.
2850002000,질화물.,Nitrides.,1C007.
2850002000,질화물.,Nitrides.,1C225.
2850002000,질화물.,Nitrides.,1C230.
2850002000,질화물.,Nitrides.,1C231.
2850002000,질화물.,Nitrides.,1C234.
2850002000,질화물.,Nitrides.,3C004.
2850002000,질화물.,Nitrides.,3C005.
2850005000,붕화물.,Borides.,1C007.
2850005000,붕화물.,Borides.,1C107.c.
2850005000,붕화물.,Borides.,1C107.f.
2850005000,붕화물.,Borides.,1C225.
2850005000,붕화물.,Borides.,1C230.
2850005000,붕화물.,Borides.,1C231.
2850005000,붕화물.,Borides.,1C234.
2853100000,시아노겐 클로라이드.,Cyanogen chloride,1C450.a.5.
2853909000,기타.,Other,1A228
2853909000,기타.,Other,1B233.
2853909000,기타.,Other,1C230.
2853909000,기타.,Other,1C231.
2853909000,기타.,Other,1C450.a.5.
2853909000,기타.,Other,3C004.
2853909000,기타.,Other,6C002.b.3.
2903394000,헥사플루오르에탄(CFC-116).,Hexafluoroethane (CFC-116).,1C006.
2903395000,1 1-디플루오르에탄(HFC-152a).,1 1-difluoro ethane (HFC-152a).,1C006.
2903396000,1 1 1 2-테트라 플루오르에탄(HFC-134a).,1 1 1 2-tetra fluoro ethane (HFC-134a).,1C006.
2903397000,1 1 3 3 3-펜타플루오로-2-(트리플루오로메틸)-1-프로펜.,1 1 3 3 3-pentafluoro-2-(trifluoromethyl)-1-propene.,1C006.
2903397000,1 1 3 3 3-펜타플루오로-2-(트리플루오로메틸)-1-프로펜.,1 1 3 3 3-pentafluoro-2-(trifluoromethyl)-1-propene.,1C450.a.3.
2903399000,기타.,Other.,1C006.
2903399000,기타.,Other.,1C450.a.2.
2903760000,브로모클로로디플루오르메탄  브로모트리플루오르메탄  디브로모테트라플루오르에탄.,Bromochlorodifluoromethane  bromotrifluoromethane and dibromotetrafluoroethanes..,1C006.
2903890000,기타.,Other,1C006.
2903991000,염화벤질.,Benzyl chloride,1C006.
2903992010,1 2 4-트리클로로벤젠.,1 2 4-Trichlorobenzene,1C006.
2903992090,기타.,Other,1C006.
2903993000,벤조트리클로라이드.,Benzotrichloride,1C006.
2903999000,기타.,Other,1C006.
2904910000,트리클로로니트로메탄(클로로피크린).,Trichloronitromethane (chloropicrin),1C450.a.7.
2905199010,3 3-디메틸부탄-2-올(피나코릴 알코올).,3 3-dimethyl butan-2-ol (pinacolyl alcohol).,1C350.28.
2905590000,기타.,Other.,1C111.c.4.
2905590000,기타.,Other.,1C350.15.
2909199000,기타.,Other.,1C111.c.2.
2909199000,기타.,Other.,1C111.c.5.
2909302000,아네톨.,Anethole.,1C006.b.
2909309090,기타.,Other.,1C006.b.
2909309090,기타.,Other.,1C111.
2914191000,3 3-디메틸-2-부타논(피나콜론).,3 3-dimethyl-2-butanone (pinacolone).,1C350.39.
2916111000,아크릴산.,Acrylic acid.,1C111.b.3.
2916111000,아크릴산.,Acrylic acid.,1C111.b.4.
2918170000,2 2-디페닐-2-하이드록시아세트산(벤질산)..,2 2-Diphenyl-2-hydroxyacetic acid (benzilic acid),1C350.32.
2918193020,메틸벤질레이트.,Methyl benzilate.,1C350.25.
2920111000,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C450.a.1.
2920119000,기타.,Other.,1C450.a.1.
2920199000,기타.,Other.,1C350.60.
2920199000,기타.,Other.,1C350.61.
2920199000,기타.,Other.,1C450.a.1.
2920210000,디메틸 포스파이트.,Dimethyl phosphite,1C350.6.
2920210000,디메틸 포스파이트.,Dimethyl phosphite,1C450.b.
2920220000,디에틸 포스파이트.,Diethyl phosphite,1C350.19.
2920230000,트리메틸 포스파이트.,Trimethyl phosphite,1C350.8.
2920240000,트리에틸 포스파이트.,Triethyl phosphite,1C350.30.
2920902000,아질산에스테르와 질산에스테르의 것.,Of nitrous and nitric esters.,1C111.c.
2920909010,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C350.58.
2920909090,기타.,Other.,1C350.58.
2921112010,디메틸아민.,Dimethylamine.,1C350.16.
2921112020,디메틸아민의 염.,Salts of dimethylamine.,1C350.20.
2921199050,디-이소프로필아민.,Di-isopropylamine.,1C350.48.
2921199070,엔 엔-디알킬(메틸  에틸  노르말-프로필  이소프로필)2-클로로에틸아민과 이들의 수소화된 염들.,N N-Dialkyl(methyl  ethyl  n-propyl or isopropyl) 2-chloroethylamines and their protonated salts.,1C350.54.
